budget,id,original_title,runtime,title,vote_average,vote_count
0,4916,Guilty as Sin,107,Guilty as Sin,5.6,21
18000000,2019,Hard Target,97,Hard Target,6.1,237
33000000,31642,Heaven & Earth,140,Heaven & Earth,6.4,51
25000000,9255,Hot Shots! Part Deux,86,Hot Shots! Part Deux,6.2,463
0,26271,Live Nude Girls,95,Live Nude Girls,4.7,12
0,10612,The Englishman Who Went Up a Hill But Came Down a Mountain,99,The Englishman Who Went Up a Hill But Came Down a Mountain,6.1,83
25000000,2259,The House of the Spirits,140,The House of the Spirits,6.7,135
0,16097,House Party 3,100,House Party 3,4.6,11
30000000,11934,The Hudsucker Proxy,111,The Hudsucker Proxy,7.1,280
40000000,106143,I'll Do Anything,115,I'll Do Anything,5.7,18
0,12475,In the Army Now,91,In the Army Now,4.7,54
40000000,9386,In the Line of Fire,128,In the Line of Fire,6.8,392
13000000,7984,In the Name of the Father,133,In the Name of the Father,7.6,363
0,59930,The Inkwell,110,The Inkwell,3.9,5
0,15765,What's Love Got to Do with It,118,What's Love Got to Do with It,6.9,75
30000000,31643,Jimmy Hollywood,112,Jimmy Hollywood,4.6,17
0,6,Judgment Night,110,Judgment Night,6.4,79
63000000,329,Jurassic Park,127,Jurassic Park,7.6,4956
9000000,10909,Kalifornia,117,Kalifornia,6.5,209
1500000,507,Killing Zoe,96,Killing Zoe,6.1,111
0,34024,King of the Hill,103,King of the Hill,6.4,33
0,29918,Lassie,94,Lassie,6.1,54
85000000,9593,Last Action Hero,130,Last Action Hero,6.1,725
0,42580,Life With Mikey,91,Life With Mikey,5.1,24
0,22317,Lightning Jack,98,Lightning Jack,5.7,40
0,1413,M. Butterfly,101,M. Butterfly,6.6,35
22000000,12121,Made in America,111,Made in America,5.3,86
0,2246,Malice,107,Malice,5.9,105
0,10502,The Man without a Face,114,The Man without a Face,6.2,125
13500000,10440,Manhattan Murder Mystery,104,Manhattan Murder Mystery,7.1,169
3500000,9516,Menace II Society,97,Menace II Society,7.2,179
55000000,2320,Executive Decision,133,Executive Decision,5.8,261
0,5879,愛のコリーダ,105,In the Realm of the Senses,6.5,112
0,83718,What Happened Was...,91,What Happened Was...,7,7
8000000,11971,Much Ado About Nothing,111,Much Ado About Nothing,7.2,194
0,2625,Mr. Jones,114,Mr. Jones,5.9,35
0,31911,Mr. Wonderful,98,Mr. Wonderful,5.5,11
25000000,788,Mrs. Doubtfire,125,Mrs. Doubtfire,7,1638
0,21450,Naked,131,Naked,7.5,105
12000000,11231,The Next Karate Kid,107,The Next Karate Kid,4.8,202
0,41588,The New Age,112,The New Age,4.8,5
20000000,10447,No Escape,118,No Escape,6.1,86
40000000,31586,North,87,North,4.8,67
4000000,9300,Orlando,93,Orlando,6.7,53
30000000,9559,A Perfect World,138,A Perfect World,7.2,376
26000000,9800,Philadelphia,125,Philadelphia,7.6,1019
7000000,713,The Piano,121,The Piano,7.1,290
14000000,8291,Poetic Justice,109,Poetic Justice,6.9,47
0,18133,The Program,112,The Program,6,28
0,25557,The Puppet Masters,109,The Puppet Masters,5.6,41
0,22588,Radioland Murders,108,Radioland Murders,5.8,12
11000000,10872,The Ref,97,The Ref,6.7,99
11500000,1245,The Remains of the Day,134,The Remains of the Day,7.5,213
40000000,11858,Renaissance Man,128,Renaissance Man,5.9,83
0,7007,Rising Sun,125,Rising Sun,5.8,188
0,10467,The Road to Wellville,118,The Road to Wellville,5.5,43
22000000,5550,RoboCop 3,104,RoboCop 3,4.2,309
20000000,8005,Robin Hood: Men in Tights,104,Robin Hood: Men in Tights,6.4,575
11500000,2088,Romeo Is Bleeding,100,Romeo Is Bleeding,5.7,36
0,10412,Romper Stomper,94,Romper Stomper,6.6,126
800000,47889,Ruby in Paradise,114,Ruby in Paradise,5.6,10
12000000,14534,Rudy,114,Rudy,7.2,187
0,56583,The Saint of Fort Washington,99,The Saint of Fort Washington,4,5
0,41878,Les Nuits Fauves,126,Savage Nights,6.2,11
22000000,424,Schindler's List,195,Schindler's List,8.3,4436
0,35233,The Scout,101,The Scout,5.3,37
0,14291,Searching for Bobby Fischer,110,Searching for Bobby Fischer,7.3,100
0,103413,Second Best,105,Second Best,5.9,8
0,11236,The Secret Garden,102,The Secret Garden,7.1,232
13000000,11592,Serial Mom,95,Serial Mom,6.4,137
25000000,8850,The Shadow,108,The Shadow,5.4,140
22000000,10445,Shadowlands,131,Shadowlands,6.8,61
0,695,Short Cuts,187,Short Cuts,6.9,136
0,43535,A Simple Twist of Fate,106,A Simple Twist of Fate,5.7,26
0,12519,Sirens,98,Sirens,5.2,31
0,23210,Six Degrees of Separation,112,Six Degrees of Separation,6.5,75
21000000,858,Sleepless in Seattle,105,Sleepless in Seattle,6.5,630
40000000,867,Sliver,108,Sliver,4.9,144
28000000,78,Blade Runner,117,Blade Runner,7.9,3833
0,13203,Son in Law,95,Son in Law,5.6,81
20000000,10442,So I Married an Axe Murderer,93,So I Married an Axe Murderer,6.1,131
30,11074,Striking Distance,102,Striking Distance,5.4,223
0,33367,Harem,113,Harem,4,4
48000000,9607,Super Mario Bros.,104,Super Mario Bros.,4,236
7400000,17585,Surviving the Game,96,Surviving the Game,6.1,53
50000000,9057,Terminal Velocity,102,Terminal Velocity,5,82
0,20967,Thirty Two Short Films About Glenn Gould,93,Thirty Two Short Films About Glenn Gould,7.4,9
0,10635,Threesome,93,Threesome,6.3,57
18000000,9479,The Nightmare Before Christmas,76,The Nightmare Before Christmas,7.6,2135
30000000,10057,The Three Musketeers,105,The Three Musketeers,6.2,219
25000000,11969,Tombstone,130,Tombstone,7.4,632
0,41590,Trial by Jury,107,Trial by Jury,5.5,5
12500000,319,True Romance,120,True Romance,7.5,762
0,26408,The War Room,96,The War Room,7.3,19
27000000,15139,The Pagemaster,80,The Pagemaster,6.2,178
0,161158,"Paris, France",112,"Paris, France",6,2
0,218473,"The Beans of Egypt, Maine",0,"The Beans of Egypt, Maine",0,1
0,85247,Killer,97,Killer,3,2
0,11446,Welcome to the Dollhouse,88,Welcome to the Dollhouse,6.9,103
0,51980,Germinal,160,Germinal,6.3,43
0,24405,Chasers,102,Chasers,4.7,22
0,11655,Cronos,94,Cronos,6.4,153
0,11800,Naked in New York,95,Naked in New York,4,3
0,8223,Kika,117,Kika,6.8,58
0,14587,Bhaji on the Beach,100,Bhaji on the Beach,5.1,10
0,31504,Little Big League,119,Little Big League,6,20
0,41653,Kådisbellan,102,The Slingshot,6.2,10
0,53185,Wide Eyed and Legless,102,Wide Eyed and Legless,0,0
0,95743,Foreign Student,90,Foreign Student,0,0
0,23637,Io speriamo che me la cavo,100,"Ciao, Professore!",7.2,74
200000,17600,Spanking the Monkey,106,Spanking the Monkey,5.3,29
0,10897,The Little Rascals,82,The Little Rascals,6.3,214
0,349394,À la mode,82,À la mode,0,0
0,21352,Andre,94,Andre,5,31
0,68806,La scorta,92,The Escort,5,5
0,37345,Princess Caraboo,97,Princess Caraboo,4.4,5
0,32562,The Celluloid Closet,102,The Celluloid Closet,7,24
0,47507,Métisse,94,Café au Lait,6.8,4
0,25403,Caro diario,100,Dear Diary,6.9,46
0,124304,De eso no se habla,106,I Don't Want to Talk About It,6,1
0,9066,The Brady Bunch Movie,84,The Brady Bunch Movie,5.9,87
18000000,771,Home Alone,103,Home Alone,7.1,2487
22000000,251,Ghost,127,Ghost,6.9,1381
28000000,812,Aladdin,90,Aladdin,7.4,3495
100000000,280,Terminator 2: Judgment Day,137,Terminator 2: Judgment Day,7.7,4274
22000000,581,Dances with Wolves,181,Dances with Wolves,7.6,1084
0,80350,Tough and Deadly,92,Tough and Deadly,6.3,4
35000000,268,Batman,126,Batman,7,2145
19000000,274,The Silence of the Lambs,119,The Silence of the Lambs,8.1,4549
1488423,408,Snow White and the Seven Dwarfs,83,Snow White and the Seven Dwarfs,6.9,1973
25000000,10020,Beauty and the Beast,84,Beauty and the Beast,7.5,3029
2600000,10895,Pinocchio,88,Pinocchio,6.9,1412
14000000,114,Pretty Woman,119,Pretty Woman,7,1807
0,41043,Окно в Париж,87,Window to Paris,6,6
6244087,576,The Wild Bunch,145,The Wild Bunch,7.7,266
0,15477,Love and a .45,101,Love and a .45,5.5,15
0,59146,The Wooden Man's Bride,113,The Wooden Man's Bride,6.5,1
0,124472,A Great Day in Harlem,60,A Great Day in Harlem,7,2
0,30528,Bye Bye Love,106,Bye Bye Love,6.1,20
0,7300,One Fine Day,108,One Fine Day,6.1,160
0,10824,Candyman: Farewell to the Flesh,93,Candyman: Farewell to the Flesh,5,64
0,261246,Century,112,Century,5,1
7000000,275,Fargo,98,Fargo,7.7,2080
0,25059,Homeward Bound II: Lost in San Francisco,89,Homeward Bound II: Lost in San Francisco,6,105
9300000,11827,Heavy Metal,90,Heavy Metal,6.3,150
4000000,8766,Hellraiser: Bloodline,86,Hellraiser: Bloodline,4.9,111
8000000,23570,The Pallbearer,97,The Pallbearer,4.6,30
0,47333,Jane Eyre,112,Jane Eyre,7.1,51
500000,54850,Loaded,91,Loaded,4,3
0,51242,Pane e cioccolata,100,Bread and Chocolate,7.1,10
4000000,10112,The Aristocats,78,The Aristocats,7.1,1287
0,4307,La flor de mi secreto,107,The Flower of My Secret,6.9,43
0,46029,Two Much,118,Two Much,5.1,24
0,32308,Ed,94,Ed,3.6,24
0,88893,Schrei aus Stein,105,Scream of Stone,7.5,4
0,52873,Ma saison préférée,127,My Favorite Season,6.4,4
0,123505,A Modern Affair,90,A Modern Affair,5,1
0,340210,Condition Red,83,Condition Red,4.7,3
0,44281,Asfour Stah,98,Halfaouine: Boy of the Terraces,7.4,5
0,28121,A Thin Line Between Love and Hate,108,A Thin Line Between Love and Hate,5.7,15
0,12520,The Last Supper,92,The Last Supper,6.5,82
30000000,1592,Primal Fear,129,Primal Fear,7.4,644
0,166901,Rude,89,Rude,6,1
0,36447,Carried Away,109,Carried Away,5.4,5
0,19042,All Dogs Go to Heaven 2,82,All Dogs Go to Heaven 2,5,50
0,38884,Land and Freedom,109,Land and Freedom,7,53
0,47449,Denise Calls Up,80,Denise Calls Up,6.6,5
33500000,36259,Theodore Rex,92,Theodore Rex,3.6,17
0,41852,A Family Thing,109,A Family Thing,5.6,14
0,40926,Frisk,88,Frisk,3,3
0,9099,Sgt. Bilko,90,Sgt. Bilko,5.5,96
0,2021,Jack & Sarah,110,Jack & Sarah,5.1,10
12000000,61752,Girl 6,108,Girl 6,5.7,17
0,10988,Diabolique,107,Diabolique,5.4,74
0,11479,Un indien dans la ville,90,"Little Indian, Big City",6,145
0,398959,Roula - Dunkle Geheimnisse,97,Roula,5,1
0,287305,Peanuts – Die Bank zahlt alles,,Peanuts – Die Bank zahlt alles,4,1
0,339428,Happy Weekend,,Happy Weekend,0,0
0,12652,Nelly & Monsieur Arnaud,106,Nelly and Monsieur Arnaud,7.1,16
46000000,10684,Courage Under Fire,117,Courage Under Fire,6.2,240
80000000,954,Mission: Impossible,110,Mission: Impossible,6.7,2677
0,68445,Á köldum klaka,85,Cold Fever,7.7,6
0,18989,Moll Flanders,123,Moll Flanders,6.2,19
0,10801,Das Superweib,86,The Superwife,5.3,7
0,54285,삼공일 삼공이,100,"301, 302",6.2,10
57000000,8840,DragonHeart,103,DragonHeart,6.4,553
0,278978,Und keiner weint mir nach,,Und keiner weint mir nach,0,0
0,124625,My Mother's Courage,93,My Mother's Courage,0,0
0,11107,Eddie,100,Eddie,5.4,46
0,16417,Yankee Zulu,100,Yankee Zulu,6,4
0,70934,Billy's Holiday,92,Billy's Holiday,0,0
0,10363,Plein soleil,115,Purple Noon,7.3,73
0,161070,August,94,August,5.3,3
38000000,10539,James and the Giant Peach,79,James and the Giant Peach,6.2,375
0,10543,Fear,97,Fear,6.1,157
0,18414,Kids in the Hall: Brain Candy,89,Kids in the Hall: Brain Candy,5.9,26
13000000,47502,Faithful,91,Faithful,4.8,4
14000000,11902,Podzemlje,170,Underground,7.5,143
0,27098,Lust och fägring stor,130,All Things Fair,6.1,23
0,25087,Bloodsport II,90,Bloodsport II,5.2,23
0,5801,পথের পাঁচালী,125,Pather Panchali,7.9,63
0,896,অপুর সংসার,117,The World of Apu,8.2,40
0,3065,Mystery Science Theater 3000: The Movie,73,Mystery Science Theater 3000: The Movie,7,71
0,318177,Tarantella,100,Tarantella,0,0
80000000,2300,Space Jam,88,Space Jam,6.5,1335
9000000,8069,Barbarella,98,Barbarella,5.7,149
0,288173,Hostile Intentions,90,Hostile Intentions,8,1
0,187851,They Bite,98,They Bite,5.5,1
0,27768,Some Folks Call It a Sling Blade,25,Some Folks Call It a Sling Blade,7.5,8
0,221917,The Run of the Country,0,The Run of the Country,8,2
220000,8072,"Alphaville, une étrange aventure de Lemmy Caution",100,Alphaville,6.8,100
0,35797,Coup de torchon,128,Coup de Torchon,6.8,21
0,88030,Tigrero: A Film That Was Never Made,75,Tigrero: A Film That Was Never Made,7.5,4
0,185191,L'oeil de Vichy,110,The Eye of Vichy,0,0
0,83857,Windows,96,Windows,5.8,9
0,33245,It's My Party,110,It's My Party,6.2,9
0,124460,Country Life,118,Country Life,8,1
0,27281,Operation Dumbo Drop,107,Operation Dumbo Drop,4.7,37
0,105045,Das Versprechen,115,The Promise,5,1
25000000,40001,Mrs. Winterbourne,105,Mrs. Winterbourne,5.5,26
0,29621,Solo,94,Solo,3.9,18
0,117730,Etz Hadomim Tafus,0,Under The Domim Tree,6.5,2
0,20762,The Substitute,114,The Substitute,5.8,60
0,37144,True Crime,94,True Crime,5.1,7
0,48260,Butterfly Kiss,88,Butterfly Kiss,7.4,5
0,12656,Feeling Minnesota,99,Feeling Minnesota,5.5,29
0,38867,Delta of Venus,99,Delta of Venus,3.3,5
0,277270,To Cross the Rubicon,0,To Cross the Rubicon,0,0
0,25969,Angus,90,Angus,6.8,24
0,44103,Daens,138,Priest Daens,6.7,15
275000,753,Faces,130,Faces,7.1,36
0,43634,Boys,86,Boys,5.3,11
30000000,9103,The Quest,95,The Quest,5.3,126
0,90214,Cosi,102,Cosi,7.1,9
0,29649,Sunset Park,99,Sunset Park,5.1,7
0,10990,Mulholland Falls,107,Mulholland Falls,6.2,73
0,8866,The Truth About Cats & Dogs,93,The Truth About Cats & Dogs,5.7,86
31000000,12233,Oliver & Company,74,Oliver & Company,6.5,372
0,23449,Celtic Pride,91,Celtic Pride,4.9,35
25530000,36355,Flipper,95,Flipper,5.3,85
0,37667,Captives,100,Captives,6,10
0,90148,Of Love and Shadows,103,Of Love and Shadows,4.4,11
9000000,922,Dead Man,121,Dead Man,7.2,397
35000000,11876,Le Hussard sur le toit,135,The Horseman on the Roof,6.7,25
0,52633,Switchblade Sisters,91,Switchblade Sisters,6.6,27
0,62364,Boca a boca,106,Mouth to Mouth,5.5,5
0,11687,Les visiteurs,107,The Visitors,7.1,433
45000000,9304,Multiplicity,117,Multiplicity,5.5,158
0,73183,"The Haunted World of Edward D. Wood, Jr.",112,"The Haunted World of Edward D. Wood, Jr.",10,1
0,131232,Due Amici,86,Two Friends,0,0
15000000,9100,The Craft,101,The Craft,6.3,388
0,20759,The Great White Hype,91,The Great White Hype,5.1,29
0,46063,Last Dance,103,Last Dance,5.6,9
0,365371,War Stories Our Mother Never Told Us,95,War Stories Our Mother Never Told Us,0,0
0,32513,Cold Comfort Farm,95,Cold Comfort Farm,7,21
0,40651,"Institute Benjamenta, or This Dream People Call Human Life",104,"Institute Benjamenta, or This Dream People Call Human Life",7.7,11
25000000,36915,Heaven's Prisoners,132,Heaven's Prisoners,5,17
4800000,40507,Original Gangstas,99,Original Gangstas,5.5,5
75000000,9802,The Rock,136,The Rock,6.9,1474
0,25697,Getting Away with Murder,91,Getting Away with Murder,5.5,6
4000000,21588,Dellamorte Dellamore,105,Cemetery Man,7,105
92000000,664,Twister,113,Twister,6.1,966
0,11867,Barb Wire,98,Barb Wire,3.9,117
0,47119,Le garçu,102,Le Garçu,5,1
0,314352,Honigmond,92,Honeymoon,0,0
0,9323,GHOST IN THE SHELL,83,Ghost in the Shell,7.8,854
0,10280,Thinner,92,Thinner,5.5,125
18000000,10535,Spy Hard,81,Spy Hard,4.9,148
0,124613,Brothers in Trouble,102,Brothers in Trouble,0,0
0,532,A Close Shave,30,A Close Shave,7.5,223
0,26744,Force of Evil,78,Force of Evil,6.6,33
0,16299,The Stupids,94,The Stupids,4.2,22
25000000,10547,The Arrival,115,The Arrival,6.1,200
0,245268,The Man from Down Under,103,The Man from Down Under,0,0
1800000,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,95,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,1472
0,55613,Careful,100,Careful,7.8,4
0,215107,Vermont Is for Lovers,88,Vermont Is for Lovers,0,0
0,41007,A Month by the Lake,92,A Month by the Lake,7.2,7
0,35645,Gold Diggers: The Secret of Bear Mountain,94,Gold Diggers: The Secret of Bear Mountain,5.8,20
0,110465,Kim,113,Kim,7,5
0,255546,Carmen Miranda: Bananas Is My Business,91,Carmen Miranda: Bananas Is My Business,10,1
0,40751,東邪西毒,100,Ashes of Time,7.1,73
0,275096,Khomreh,86,The Jar,8,3
0,85778,Maya Lin: A Strong Clear Vision,105,Maya Lin: A Strong Clear Vision,0,0
0,11101,Stalingrad,134,Stalingrad,7.4,116
45000000,9826,The Phantom,100,The Phantom,4.7,138
50000000,9879,Striptease,115,Striptease,4.4,210
0,63564,The Last of the High Kings,102,The Last of the High Kings,5.7,15
0,22621,Heavy,105,Heavy,7.7,11
45000000,7095,Jack,113,Jack,5.9,340
0,26890,I Shot Andy Warhol,103,I Shot Andy Warhol,6.1,32
0,46732,The Grass Harp,107,The Grass Harp,6.1,4
0,124633,Tuđa Amerika,96,Someone Else's America,0,0
0,202425,La vie est belle,80,Life is Rosy,6.5,2
0,196940,Quartier Mozart,80,Quartier Mozart,5,1
0,77771,Touki-Bouki,85,Touki Bouki,7.3,10
0,181083,Wend Kuuni,75,God's Gift,5,1
0,41225,Histoires extraordinaires,121,Spirits of the Dead,5.5,24
0,188589,Babyfever,109,Babyfever,0,0
50,87190,Pharaoh's  Army,90,Pharaoh's  Army,6.3,5
4000000,627,Trainspotting,93,Trainspotting,7.8,2737
1000000,32872,Til There Was You,113,Til There Was You,3.9,4
75000000,602,Independence Day,145,Independence Day,6.7,3334
0,14553,Stealing Beauty,116,Stealing Beauty,6.6,99
55000000,9566,The Fan,116,The Fan,5.7,202
100000000,10545,The Hunchback of Notre Dame,91,The Hunchback of Notre Dame,6.8,1182
47000000,9894,The Cable Guy,96,The Cable Guy,5.7,603
27000000,11543,Kingpin,113,Kingpin,6.7,248
100000000,9268,Eraser,115,Eraser,5.6,553
0,52059,The Gate of Heavenly Peace,180,The Gate of Heavenly Peace,6.7,3
54000000,9327,The Nutty Professor,95,The Nutty Professor,5.4,717
0,123763,"Yo, la peor de todas",105,"I, the Worst of All",6.8,3
0,81949,Un été inoubliable,82,An Unforgettable Summer,7.2,6
0,42005,"Hol volt, hol nem volt",97,A Hungarian Fairy Tale,0,0
0,124306,En compagnie d'Antonin Artaud,90,My Life and Times With Antonin Artaud,8,1
0,183955,Sibak,100,Midnight Dancers,7,1
0,44535,Somebody to Love,102,Somebody to Love,5.1,2
0,44495,A Very Natural Thing,80,A Very Natural Thing,6.3,3
0,78285,La vieille qui marchait dans la mer,0,The Old Lady Who Walked in the Sea,0,0
80000000,11228,Daylight,115,Daylight,5.8,385
30000000,10779,The Frighteners,110,The Frighteners,6.7,413
5000000,26748,Lone Star,135,Lone Star,6.9,79
12000000,38223,Harriet the Spy,100,Harriet the Spy,5.7,47
32000000,9294,Phenomenon,123,Phenomenon,6.2,328
0,49963,Walking and Talking,86,Walking and Talking,6.6,8
3500000,11363,She's the One,96,She's the One,5.7,71
40000000,1645,A Time to Kill,149,A Time to Kill,7,522
0,31546,American Buffalo,88,American Buffalo,6.2,9
0,77056,Les Rendez-vous de Paris,94,Rendezvous in Paris,6.5,4
23000000,36344,Alaska,109,Alaska,5.2,32
25000000,18550,Fled,98,Fled,5.2,49
20000000,11511,Kazaam,93,Kazaam,3.6,60
0,172198,Bűvös vadász,106,Magic Hunter,6,1
30000000,34170,Larger Than Life,93,Larger Than Life,5.4,35
0,281085,A Boy Called Hate,0,A Boy Called Hate,6,2
0,109478,Power 98,89,Power 98,4,1
0,124645,Two Deaths,102,Two Deaths,7,2
0,12606,A Very Brady Sequel,90,A Very Brady Sequel,5.8,42
0,69895,Stefano Quantestorie,82,Stefano Quantestorie,6,1
0,35206,La mort en ce jardin,104,Death in the Garden,7.4,8
0,151489,Hedd Wyn,123,Hedd Wyn,6.5,2
0,4837,La Collectionneuse,89,La Collectionneuse,6.5,25
0,12632,Kaspar Hauser,139,Kaspar Hauser,6.3,4
0,9098,Echte Kerle,100,Regular Guys,5.2,9
0,282919,Diebinnen,,Diebinnen,4,1
0,124614,O Convento,91,The Convent,6.5,6
0,18975,The Adventures of Pinocchio,90,The Adventures of Pinocchio,5,55
13000000,11962,Joe's Apartment,78,Joe's Apartment,5,87
26000000,2925,The First Wives Club,102,The First Wives Club,6.5,172
0,28628,Stonewall,99,Stonewall,7.2,10
80000000,3595,Ransom,117,Ransom,6.4,482
0,9308,High School High,86,High School High,5.4,51
0,92381,Phat Beach,89,Phat Beach,5.4,8
0,18555,Foxfire,102,Foxfire,6.3,30
50000000,12123,Chain Reaction,107,Chain Reaction,5.3,291
36000000,10830,Matilda,98,Matilda,6.9,892
6000000,3573,Emma,121,Emma,6.7,152
13000000,10546,The Crow: City of Angels,84,The Crow: City of Angels,5.2,119
0,18862,House Arrest,108,House Arrest,5,32
0,31417,Les Yeux sans visage,90,Eyes Without a Face,7.5,130
15000000,9431,Bordello of Blood,87,Bordello of Blood,5,63
0,124619,Lotto Land,87,Lotto Land,7,1
0,297645,The Story of Xinghua,90,The Story of Xinghua,0,0
0,48144,天國逆子,99,The Day the Sun Turned Cold,7,2
0,46986,Flirt,85,Flirt,7.5,4
0,144982,The Big Squeeze,98,The Big Squeeze,5,1
6000000,47907,The Spitfire Grill,117,The Spitfire Grill,6.8,17
